"Link","Abstract"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065924451&doi=10.1109%2fSoutheastCon42311.2019.9020533&partnerID=40&md5=691df08cba9c6a9a2545d7ae4f697489","Online social networks (OSN) are one of the favorite places where people share posts like their photos, videos, and text to gain popularity. On the other hand, the marketing industry tries to gain the popularity of their advertisement using such OSNs. Popularity of a particular post depends on the number of likes received by that post. To increase one's social worth, people try to use this market by artificially increasing the likes on their posts. There is a lack of research in the current literature on Instagram which is one of the growing OSNs. Our work focuses on detecting valid and fake like of posts with the application of learning model taking into consideration several popular factors. We developed an automated learning model to detect fake liking behavior on the Instagram post. The learned model can accurately differentiate between the legitimate and fake liker with an accuracy of 97% with ensemble-based learning model and also autoencoder is used to detect bots activity. © 2019 IEEE."
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85034571329&doi=10.3390%2ffi9040088&partnerID=40&md5=6f0ab085361ba1077307743192a4e86f","Service commissions, which are claimed by Ad-Networks and Publishers, are susceptible to forgery as non-human operators are able to artificially create fictitious traffic on digital platforms for the purpose of committing financial fraud. This places a significant strain on Advertisers who have no effective means of differentiating fabricated Ad-Reports from those which correspond to real consumer activity. To address this problem, we contribute an advert reporting system which utilizes opportunistic networking and a blockchain-inspired construction in order to identify authentic Ad-Reports by determining whether they were composed by honest or dishonest users. What constitutes a user's honesty for our system is the manner in which they access adverts on their mobile device. Dishonest users submit multiple reports over a short period of time while honest users behave as consumers who view adverts at a balanced pace while engaging in typical social activities such as purchasing goods online, moving through space and interacting with other users. We argue that it is hard for dishonest users to fake honest behaviour and we exploit the behavioural patterns of users in order to classify Ad-Reports as real or fabricated. By determining the honesty of the user who submitted a particular report, our system offers a more secure reward-claiming model which protects against fraud while still preserving the user's anonymity. © 2017 by the authors."
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078997546&doi=10.5582%2firdr.2019.01133&partnerID=40&md5=61656920be7b798e8fcfd59441969164","The Drug Administration Law of the People's Republic of China (amended in August 2019) is a major piece of legislation governing drug administration in China. This law seeks to improve health legislation; to achieve this, it defines the concepts of fake drugs and inferior drugs and their differences, it emphasizes the regulation of reliability, it standardizes online drug sales, it encourages technological innovation, and it specifies legal liability and punishment through legislative amendments. The Drug Administration Law is characteristic of responsive legislation, and it guarantees a right to health for citizens. The law provides for priority review and approval of new drugs for diseases like rare diseases, it encourages the domestic manufacturing and development of new drugs for rare diseases, and it provides a firm legal basis for medications to treat rare diseases under the Healthy China strategy. © 2019 International Advancement Center for Medicine and Health Research. All rights reserved."
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84957668349&doi=10.1186%2fs12936-016-1096-x&partnerID=40&md5=222bb9ef8d372c32c0cbd103e849181c","This meeting report presents the key findings and discussion points of a 1-day meeting entitled 'Fake anti-malarials: start with the facts' held on 28th May 2015, in Geneva, Switzerland, to disseminate the findings of the artemisinin combination therapy consortium's drug quality programme. The teams purchased over 10,000 samples, using representative sampling approaches, from six malaria endemic countries: Equatorial Guinea (Bioko Island), Cambodia, Ghana, Nigeria, Rwanda and Tanzania. Laboratory analyses of these samples showed that falsified anti-malarials (<8 %) were found in just two of the countries, whilst substandard artemisinin-based combinations were present in all six countries and, artemisinin-based monotherapy tablets are still available in some places despite the fact that the WHO has urged regulatory authorities in malaria-endemic countries to take measures to halt the production and marketing of these oral monotherapies since 2007. This report summarizes the presentations that reviewed the public health impact of falsified and substandard drugs, sampling strategies, techniques for drug quality analysis, approaches to strengthen health systems capacity for the surveillance of drug quality, and the ensuing discussion points from the dissemination meeting. © 2016 Kaur et al."
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067246698&doi=10.1109%2fACCESS.2019.2919030&partnerID=40&md5=e237bf3ef54d21fe0a0356f01b88285b","In recent years, electronic word of mouth (e-WOM) has been widely used by consumers on different online platforms. The numerous studies have emphasized the growing importance of e-WOM for the consumer decision-making process, particularly in the tourist sector. There are various factors that will influence the adoption of e-WOM by the users but among all these factors, credibility is of paramount importance. Changes in the platform, new consumer trends, and possible fake information require a continuous update and analysis of the factors that can influence the e-WOM perceived credibility and e-WOM adoption on TripAdvisor and other social tourism platforms. In the present study, we analyzed the following five factors that can impact e-WOM perceived credibility and e-WOM adoption: 1) volume of e-WOM; 2) source credibility; 3) rate extremism; 4) consumer involvement, and; 5) perceived e-WOM credibility. For the analysis, the Elaboration Likelihood Model (ELM) and PLS-SEM were used. The sample consisted of a total of 221 participants who responded to the questionnaire. The results revealed that, with the exception rate extremism, the four remaining factors have a significant impact on e-WOM perceived credibility and adoption. Therefore, these factors are important drivers of the e-WOM perceived credibility resulting in the e-WOM adoption. The results of the present study provide meaningful practical implications for hotel or social tourism platforms managers in terms of possible strategies to improve their online reputation. © 2013 IEEE."
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029351675&doi=10.1108%2fAPJML-09-2016-0169&partnerID=40&md5=883f494178cd403daaf50e6e847a95fb","Purpose: Most of the past studies have considered social and personal factors in relation to counterfeit product purchase intention. However, there is a dearth of research that linked ethical aspects with such kind of product purchase intention. Considering this gap, the purpose of this paper is to investigate the direct as well as indirect effect of ethical aspects on the attitude of consumers’ counterfeit product purchase in the Malaysian market. Design/methodology/approach: A total of 737 questionnaires were distributed in China Town, Low Yat Plaza, as well as a few “pasar malam” (night markets), which yielded 400 completed usable responses. Partial Least Square Smart PLS software and SPSS were utilised in order to analyse the data. Findings: The results revealed that the ethical aspect in term of religiosity, ethical concern, and perception of lawfulness directly and indirectly affect consumers’ behavioural intention to purchase counterfeit products. Practical implications: It is expected that the study findings will enhance the understanding of marketers as well as policymakers about consumers’ purchase intention of such fake products. Eventually, it will help them to come up with better marketing strategies to purchase counterfeit products and to encourage them to purchase the original product. Originality/value: This is relatively a pioneer study that examines the effect of ethical aspects of consumers in term of their religiosity, ethical concern, and perception of lawfulness on their attitude towards buying counterfeit products. Additionally, this study examines the mediating role of consumer attitude to purchase counterfeit product between ethical aspects and behavioural intention, which is comparatively new to the existing body of knowledge. Last, but not the least, this research has examined these relationships in a new research context i.e., Malaysian market, which can advance the knowledge about consumer behaviour in the East Asian context. © 2017, © Emerald Publishing Limited."
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086214661&doi=10.1007%2f978-3-030-27508-2_16&partnerID=40&md5=fe03b834386177ba1683a0fafbdcb663","There were only seven producers of Dalmatian prosciutto in 2016, with total production of PGI Dalmatian prosciutto of 59,730 pieces. Key technical steps in the Dalmatian prosciutto production are salting, ham pressing, smoking and drying, ripening and finally packaging and marketing. The value chain of Dalmatian prosciutto consists of animal feed producers, breeders and slaughterhouses at upstream level, prosciutto producers at processing level and retailers at downstream level. Most of the fresh ham for Dalmatian prosciutto production is imported from Hungary and Austria. Stakeholders from upstream level are therefore outside Croatia. Downstream level is related to supermarkets, HoReCa (hotels and restaurants), specialized stores and others. Traceability is one of the major reasons which drove producers to seek a PGI denomination for this type of ham. In fact, it is now possible to remove “fake dalmatian prosciutto” from the market, as technical specifications and strong producer control prevents fraudulent use of the name Dalmatian prosciutto.Dalmatian prosciutto tends to perform better than its non-PGI reference on economic and social aspects: It sells at a higher price, generates higher economic spillover, more employment and attracts a higher share of young workers. The PGI is however outperformed on environmental aspects: It travels more, as the meat is imported and it is drier and therefore requires more raw meat per ton of finished product. It also generates slightly more water pollution by nitrates. © Springer Nature Switzerland AG 2019."
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84962778153&doi=10.1080%2f09614524.2016.1151478&partnerID=40&md5=a808fcd7c0e1e8901dd7dd2a204c612d","This article aims to assess why technology such as improved crop varieties has not taken off in Tanzania in spite of substantial efforts, and to consider what role policy plays in that regard. Few farmers use improved varieties due to reasons such as affordability in relation to the low profitability of farming; high risk, including fake seed in the market; and unpredictable policies and marketing opportunities. Effective governance is needed for agriculture to be transformed in the direction stated in national policy documents, but weak institutions and the collective interests of farmers not being sufficiently recognised hinder the likelihood of necessary technological changes happening. © 2016 Taylor & Francis."
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066105666&partnerID=40&md5=bbf09f57101eccd81bdb010302d917f7","Information is a very essential component in research but it can only be used when provided with access. Researchers are overwhelmed with overflowing information and they are sometimes prone to plagiarized articles, predatory journals and fake news articles. Moreover, they experienced information explosion due to rapid developments of information and communications technologies. Thus, library researchers need to be informed with updated publications and other information resources. Librarians then should be more proactive in providing them access such as the current awareness services (CAS) which is one of the important library services for fast and easy retrieval and dissemination of information. Quantitative and qualitative methods of research were used to determine the level of effectiveness, reasons, and problems encountered in the current awareness services of Saint Mary's University Learning Resource Center. Results revealed that the level of effectiveness on current awareness services was high because it was used to: 1) update users for the current information 2) provide quick information needed by the users 3) help researchers in the pursuit of their studies; and 4) provide awareness/assistance to the faculty and students. The problems encountered in the implementation of CAS were focused on up-to-dateness, regularity of postings, attractiveness and design, quality of information and location of the bulletin board; and design, up-to-dateness, quality of information, provision of copies of the library publications. © 2019 Library Philosophy and Practice."
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85149773747&doi=10.18290%2frh.2019.67.6-8&partnerID=40&md5=11dfd564399dfadbecf9074fe1064e24","The aim of the article is to present linguistic mechanisms of manipulating the child symbolism in one of the most nefarious fake information techniques – i.e. spin. The threat comes from the fact that deliberate misinformation known as spin focuses not on the means of communication but on the relationship between the speaker and the listener. In recent years we have been observing an increasing media misinformation game unethically abusing the images of children as a tool of political struggle, especially before elections. The subject of analysis in this work is specifically child symbolism used by public persons as a prop for showing competence. The child has become the perfect vector for transmitting ideological messages embodying such values as: life, love, and freedom, as well as qualities such as: satisfying family life, self-sacrifice, altruism. © Roczniki Humanistyczne."
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047653968&doi=10.5860%2frusq.57.3.6599&partnerID=40&md5=67b6cbc95cb5f5565292d134c46be8ec","[No abstract available]"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077769161&doi=10.1007%2f978-3-030-34980-6_12&partnerID=40&md5=0392f4c28f0d7a9b64d3bd9999c3dbfe","Quantifying users’ influence in social networks is an important topic with many applications including viral marketing, political studies, and fake news propagation. For the last few years, the novel sketching technique, termed RIS, by Borgs. et al. has inspired a series of scalable approaches for influence analysis. In this paper, we propose a new sketching technique, termed hop-based influence sketches or HIS that provides a more compact yet more accurate estimation. Unlike ad hoc heuristics, HIS-based approaches can solve influence estimation and influence maximization tasks with rigorous statistical guarantees on errors. Finally, we provide initial experiments on real-world networks to demonstrate the efficiency of our new sketch comparing to the existing influence sketches. © Springer Nature Switzerland AG 2019."
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070394611&doi=10.1109%2fCCAA.2018.8777594&partnerID=40&md5=1cb154e3e2c283cc4921989c729f4ac7","Now a days the usage of Internet and online marketing has become very popular. Millions of products and services are available in online marketing that generate huge amount of information. Hence, it's difficult to find the best suitable services or products compatible to the requirement. Customers directly take decision based on reviews or opinions that are written by others based on their experiences. In this competitive world any person can write anything, this raise the number of fake reviews. Various companies are hiring people to write fake positive reviews about their services or products or unfair negative reviews about their competitors' services or products. This process gives wrong input to the new customers who wish to buy such items and hence we need a system to detect such fake reviews and remove them. In this paper we discuss various supervised, unsupervised and semi supervised data mining techniques for fake review detection based on different features. © 2018 IEEE."
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84994850693&doi=10.1515%2fiwp-2016-0058&partnerID=40&md5=2d7a4cb12bbf5413ea7c4d5ddce124c5","Customer opinions have become an important business factor. Companies want to know what consumers think of their product and their service trying to quickly adapt themselves and their products to customer needs. They deploy the customer opinions as a marketing tool. Though, with the increase of the relevance of customer opinions, also the number of manipulation attempts increases. This has turned out to be a socially and economically significant problem. This article presents research approaches concerning the English and Chinese languages and examines the transferability of the approaches to the German language. The construction of a corpus for fake reviews in the German Amazon site is outlined. Initial analyses on this corpus show that the methods for English and Chinese are to a large extent transferable to the German language."
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058502020&doi=10.3233%2fEFI-180209&partnerID=40&md5=d291258a2f08d34decd5cc93c3edaf80","Based on recent political happenings, such as Brexit (UK) and the election of Donald Trump (USA), it has become clear that political marketing has been using 'Big Data' intensively. Information gathered from social media networks is organized into digital environments and has the power to determine the outcome of elections, plebiscites and popular consultations. New advertising and persuasion mechanisms have been created to undermine the reliability of traditional mass media communication that are familiar to the general audience. Consequently, 'fake news' and 'alternative facts' have emerged along with the notion of 'post-truth', which defines the state of affairs represented in public opinion that has been contaminated by these strategies. Based on the pragmatic-semiotic concepts developed by Peirce, such as belief, mental habits, controlled action, final opinion, truth, and reality, we argue that the 'global village', (McLuhan, 2008) may be at a dangerous fork in the road. This author's 'scientific method' was elaborated based on (1) the concatenation of hypotheses, (2) the deduction of its consequences, and (3) the design of experiences and aims to test our beliefs against our results which would be critically evaluated by communities of researchers. This fork in the road, which rapidly evolves as a dystopia built and reaffirmed by the spread of disinformation on social networks, points towards a 'post-reality' that can represent an illusory and brief comfort zone for those who live in it but may also represent a tragedy with no turning back for our entire civilization. © 2018 IOS Press and the authors. All rights reserved."
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065483028&doi=10.23919%2fIFIPNetworking.2018.8696817&partnerID=40&md5=e1fc9e60eebfe421833d95399bc9065a","Services provided as free by Online Social Networks (OSN) come with privacy concerns. Users' information kept by OSN providers are vulnerable to the risk of being sold to the advertising firms. To protect user privacy, existing proposals utilize data encryption, which prevents the providers from monetizing users' information. Therefore, the providers would not be financially motivated to establish secure OSN designs based on users' data encryption. Addressing these problems, we propose the first Privacy Preserving Group-Based Advertising (PPAD) system that gives monetizing ability for the OSN providers. PPAD performs profile and advertisement matching without requiring the users or advertisers to be online, and is shown to be secure in the presence of honest but curious servers that are allowed to create fake users or advertisers. We also present advertisement accuracy metrics under various system parameters providing a range of security-accuracy trade-offs. © 2018 IFIP."
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054567691&doi=10.1504%2fIJEBR.2018.095343&partnerID=40&md5=4346b68f53dafee70888da7ebbeaf1f3","False or misleading advertisements have, in the recent past been on the rise as a result of businesses seeking to compete for customers. Accuracy should entail full disclosure of all information because this is crucial in the marketing field where consumers expect to make informed decisions. In this study, it has been found that while misleading advertisements tend to provide overtly more positive information than is necessary, such positivity tend to result in negative experience for customers. Studies are expanding in the roles of false and misleading information that form the content of advertisements. This study has explored the importance of enhancing marketing activities through truthful facts to ensure that the functions of the organisation are believable and thus helpful to customers to make the right decisions. The study emphasises the importance of buyer being aware about a product or services through careful search during the buyer decision process. Copyright © 2018 Inderscience Enterprises Ltd."
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051949013&doi=10.5220%2f0006823603480354&partnerID=40&md5=ed700759f153c869bd9040ce273ce2f1","With the rise and the development of the “credit society”, the credit reporting has played a central role in evaluation one’s credit statues, including monitoring and updating creditworthiness of individuals. As the emergence of big data, new tools enabling the credit reporting system to develop new level, by collecting the online and offline data to establish more completely score system. This review paper is aimed to present the difference between the new big data credit reporting and traditional credit reporting, and then explain advantages offered by the new data management. Subsequently, ethical problems will be described due to rising concerns. Being “kidnapped” by the credit reporting applications, users’ data will be collected and disposed without prior permission. Some data processes may arise with the messy, unreasonable and fake data resource problems to add more complexities to the existing services which are unable to cope with. As a result, individual users could not verify the correctness of the data and did not know which data would be more trustworthy to be verified for payment and billing. To be worse, users even do not know how to improve their creditworthiness if they have done everything correctly. There are some issues about precision marketing, since some data brokers will target the individuals who was vulnerable to the non-performing and short-term loans. Last but not least, the algorithm of big data prone to evaluate the credit score by groups that individual related to, rather than the individual’s own merits, which may lead to discrimination issue, and accelerate the wealth gap problem. Copyright © 2018 by SCITEPRESS – Science and Technology Publications, Lda. All rights reserved"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85057138460&doi=10.1007%2fs12304-018-9341-z&partnerID=40&md5=5c228c0c5ae703b9f23411909a40a239","Mimicry is common among animals, plants, and other kingdoms of life. Humans in late capitalism, however, have devised an unique method of mimicking the signs that trigger evolutionarily-programmed instincts of their own species in order to manipulate them. Marketing and advertising are the most pervasive and sophisticated forms of known human mimicry, deliberately hijacking our instincts in order to select on the basis of one dimension only: profit. But marketing and advertising also strangely undermine their form of mimicry, deceiving both the intended targets and the signaler simultaneously. Human forms of mimicry have the regular consequence of deceiving the imitator, reducing meta-cognitive awareness of the act and intentions surrounding such deception. Therefore, the deceiver in the end deceives himself as well as intended targets. Drawing on scholarship applying Niko Tinbergen’s ethological discovery of supernormal stimuli in animals to humans, this article analyzes sophisticated mass mimicry in contemporary culture, in both intended and unintended forms. © 2018, Springer Nature B.V."
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85028613317&doi=10.18576%2famis%2f110522&partnerID=40&md5=8b53f50cbb1bd4ecd4f26a499cf8c46e","With the increase in the customer reviews, feedbacks, suggestions posted in the web forum, blogs led to the emergence of spam. Spam detection is important for both the customer and service providers to arrive at a proper decision while purchasing as well as marketing the product. Most of the research works has been developed only for sentiment classification for the past few decades which favors the spammers to write fake reviews. Hence it is important to detect the spam reviews but the major issues in spam review detection are the high dimensionality of feature space which contains redundant, noisy and irrelevant features. To resolve this, optimization method for selecting subset of features is necessary. Hence, this paper proposes Hybridization of Improved Binary Particle Swarm Optimization (iBPSO) and Binary Flower Pollination Algorithm (BFPA) utilized with Naive Bayes and k-NN for optimization process to improve the classification performance. Experimentation result proves that hybrid iBPSO BFPA outperformed the existing approach by obtaining the maximum accuracy of 94.43% for review spam dataset when compared with existing Cuckoo Search NB(CS) and Shuffled Frog Leaping Algorithm NB (SFLA) which achieved only 81.87% and 88.23%. The experimental result proves that the proposed hybrid method increases the classification accuracy. © 2017 NSP Natural Sciences Publishing Cor."
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029224955&doi=10.3233%2f978-1-61499-800-6-298&partnerID=40&md5=5d2f6e487b3532c80baeb84d7480a042","Customers' mood information is acquired to facilitate marketers' understanding in order to tailor the marketing strategies for positive outcomes optimization. Mood can be reasonably hypothesized as one of the factor that influences customers' decision in buying the products or services offered. There have been many researchers reporting the correlation between moods and buying decision. However, to date, there is no such method that can exactly quantify the customer's mood. Typically, a questionnaire is given to the participant to gauge their mood on the focused product or services. The drawback from such approach is that participants can fake, exaggerate or suppress their mood resulting to questionable inference. Hence, a new method of data acquisition is needed to be able to visualize the dynamics of the customers' mood for more accurate analysis. In this paper, the customer brain signal is captured using electroencephalogram (EEG) to track and record brain wave patterns in regard to their emotional states. The sequence of emotion is then used to identify their mood. A computational visualization technique is adopted to facilitate understanding of one minute emotion transition that assembling mood. The experimental results show that such approach is feasible and can be extended to study mood in a more comprehensive manner. It is envisaged that this work will be the catalyst for large mood data analysis tool that can help researchers in the near future to look at mood and buying decision for the improvement of comprehensive customer understanding in a more accurate manner. © 2017 The authors and IOS Press. All rights reserved."
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041204144&doi=10.1109%2fIGEHT.2017.8094101&partnerID=40&md5=06fcf47fb1bdc5c250d1c243addf303c","The development of Internet influenced many of our day-to-day activities. Ecommerce is one of the rapid growth areas in the Internet era. People are eager to buy products from online sites like Amazon, ebay, Flipkart etc. Online sites also provide facility for customers to write review on products they buy. These reviews help consumers and vendors for making decision on marketing strategies, and the improvement of products and services. Nowadays people are very much interested to read reviews before purchasing any product and getting services. This makes areas for opinion spammers to write fake reviews to promote or to demote both products and business services. This type of activities is often referred as Review spam. Thus detecting fake reviews has become more critical issue for customers to make better decision on purchase as well as the vendors to make their products trustworthy. In this paper a detailed survey is done using various machine learning techniques for detecting spam and genuine reviews. © 2017 IEEE."
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019598367&doi=10.3389%2ffphar.2017.00268&partnerID=40&md5=12e292f43be6f43a5e6fa14ac2a70883","[No abstract available]"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84964739521&doi=10.3855%2fjidc.7849&partnerID=40&md5=4709f64e519453f800dd2b79bdd28ba7","Hepatitis C virus (HCV) is a major cause of chronic liver disease worldwide. Only 1%–30% of patients in need of treatment may get it. In recent years, the availability of direct-acting antiviral agents (DAA) has been an important advancement in treating HCV infection. However, due to cost, it is not possible to receive these drugs in many countries where infection is endemic. In these low- and middle-income countries, the main barriers to controlling HCV infection are lack of knowledge about the infection, constraints on diagnostic testing and treatment, and lack of experts. Both national and international support are essential to overcoming these barriers. In low- and middle-income countries, interferon and ribavirin-based therapies still are the first choices due to their availability and to government payment support. In addition, in developed countries, efforts to provide lower-cost DAA drugs continue. Pharmaceutical companies continue to research manufacture of bio-equivalent drugs to reduce treatment costs. Considering the fake drug market, all developments need to be monitored closely by the institutions involved. This review focuses on barriers to hepatitis C treatment and ways to overcome those barriers. © 2016 Yilmaz et al."
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067622397&doi=10.1007%2f978-3-030-21373-2_38&partnerID=40&md5=1d17743b0a01276f67bb5c9b42ec8e91","With the development of information technologies, digital media advertising (AD) based on the Internet has penetrated into every aspect of real life. Particularly, in recent years, the rapid development of modern digital media technology has brought huge opportunities to the Internet digital advertising (IDA), where many digital advertising media systems have been introduced. However, after these digital advertising media systems are released to the IDA market, some problems become increasingly prominent. For example, a large number of low-quality advertisements (ADs) have caused great troubles for Internet users, and the fake traffic has plunged the IDA market into a crisis of trust. It is necessary to rebuild the trust and suppress the spreading of low-quality ADs. To address this issue, we propose a blockchain-based digital advertising media system (BDAM). With the desirable features of blockchain such as decentralization, trust system, high autonomy and tamper resistance, our system is able to improve the experience of Internet users, purify the environment of IDA market, and further promote the sound development of the IDA market. © 2019, ICST Institute for Computer Sciences, Social Informatics and Telecommunications Engineering."
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051327234&doi=10.1088%2f1742-6596%2f1060%2f1%2f012019&partnerID=40&md5=47dcb6d2ec6be3ea5c249c173132ef5a","With the development of information technology, send spam messages by using the fake base station has become a new means of criminal and marketing advertisement. Fake base station usually dissembles itself as numbers which stand for banks, operators, state organs and forcible and sends fraud, pornography, gambling, advertising and other short messages to users. This action affects the normal communication and also has a serious violation of public security. Based on sample data sets of junk text messages opened by ChinaVis2017 Challenge, this paper develops a temporal and spatial trajectory analysis and visualization system for stopping fake base station. Moreover, this paper deeply excavates the temporal and spatial laws of the location and movement of fake base stations. Based on the analysis results of fake base station behaviour patterns, this paper provides several recommendations of tracking and arresting fake base station owners. This paper firstly introduces the realization scheme and key technology of spatial-temporal trajectory analysis and visualization system of fake base stations. Then, it analyses the temporal and spatial trajectory distribution, the content classification and the degree of harmful of fake base stations, and finally analyses the actual demand of fake base stations supervision and management with several practical solutions. © Published under licence by IOP Publishing Ltd."
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064629380&partnerID=40&md5=72851dc925afe2270808b5b519bbefe7","Communication theory indicates that the process of communication typically consists of the source/ the sender, the message, the communication medium, and the receiver. Social media have become prominent communication media, covering socializing messages, marketing messages and news messages. New messages include both ""legitimate"" news and fake news. Fake news has gained significant prominence recently. The spread of fake news has been attributed particularly to social media with the latter's role in the process receiving considerable attention because of the hugely damaging impact fake news can have. Even the World Economic Forum's 2018 meetings in Davos, have focused on fake news, the process of communicating it via social media, and the role of social media in addressing/halting the dissemination of fake news. In terms of communication theory components and this issue, while the source/the sender, the message, and the communications medium have all come under the magnifying glass, very little attention has been paid to the receiver who, after all, is the target of the fake news message. Without the receipt and ""consumption"" of, or willing belief in, the fake news by the receiver, the fake news is rendered powerless. What is it then, within the receiver, that makes them either willing or unwilling recipients of fake news? To address this question, I examine the role of the receiver in the dissemination of fake news. A literature review was undertaken to explore the nature of fake news, and our, the receiver's, understanding of the concept. The various types of social media and the suitability of some more than others, for the dissemination of fake news, are unpacked; and the relationship of the receiver with social media, the receiver's motivation to engage with social media, their attitudes, their biases, their engagement behavior and the influence of their reference groups are explored. Finally, a model is proposed which depicts the pivotal role of the receiver in the communication of fake news via social media, and the factors that influence the receiver. Copyright © The Authors, 2018. All Rights Reserved."
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059434656&doi=10.17159%2f2224-7912%2f2018%2fv58n4-1a7&partnerID=40&md5=9033109b235db2c715433dd4cb43c052","The newspaper industry in South Africa has been placed under severe pressure with the digital era in recent years. Circulation figures have dropped and profits have decreased. The influence of the Internet and news online could have a significant impact on the manner in which newspaper publishers generate revenue and profits in the future. If the current decrease in circulation continues, there could be as little as 750 000 newspapers in circulation in South Africa by the year 2020. The latest figures still confirm the decline in all classes of newspapers: daily newspapers, pdf replicas, weekly newspapers, weekend and free newspapers. The study shows that one-fifth of SA has partially or completely migrated to online news, which can be the dominant factor for the decrease in circulation rates. The dilemma manifests itself in South Africa’s traditional largest daily newspapers in an increasingly thinning newspaper versus higher than inflationary price increases. The latter culminates in price sensitive readers who respond by purchasing their favourite daily newspaper on selective days only. The Internet of Things in South Africa will grow exponentially as data costs decrease and Internet access improves so that online media usage will grow accordingly. The growing phenomenon of digital media is changing the market landscape significantly and could have dire consequences for the newspaper publisher who does not manage any migration strategically. Is this a case of the famous newspaper cliché: “stop the press!” – especially for Afrikaans daily newspapers? The Internet undermines newspapers’advertising revenues and news became a commodity that could dramatically change the traditional business model. From the contrasting market trends pointed out in the article, it is clear that this complex news ecosystem requires interaction with the readers to pinpoint future consumer journeys. A major challenge is advertisers who now reach larger audiences with digital and broadcast media at a much lower price than those of newspaper advertising. The worrying aspect for the industry is that a loss of advertising revenue in printed newspapers has not been supplemented by an increase in revenue for digital advertising on newspaper websites or online newspapers. Although most newspapers in the world already have an online version, the majority struggle to run it profitably. The news industry is therefore still looking for a sustainable business model. Market structures are constantly changing due to market dynamics. The article indicates that in a fully competitive market, the industry’s demand and supply determine the prevailing market price, and with the concentrated media market in South Africa, several strategies can be followed to win market share. In essence, the South African media industry is oligopolistic in nature. The growing presence of complementary and substitute products in the media industry for printed newspapers has caused significant changes with the ecosystems in terms of the quantity demanded versus changes in demand. Newspaper publishers in the new fragmented media market need to make strategic decisions for sustained growth and improved operational efficiency. In response to the challenges of newspapers, several strategic considerations are proposed – a series of consolidations are already happening in the industry with larger media houses that aggressively acquired smaller competitors. Mergers and acquisitions can provide traction to newspapers and rationalize the number of major players in the industry. The above implies changing business models that are adaptable for strategic considerations to increase subscription and advertising income levels and revenue from other avenues. The strategic options aim to realize greater scale, increasing circulation and income stability. A sustained factor for the printed newspaper is the existing brand value created. Confidence will play a more important role in today’s news landscape with its escalating fake news. The research found that trends in the printed newspaper market have yielded confusing results over the last few years. It represents a world of increasing openness, media diversity and complex choices on both sides of the market. The newspaper industry in South Africa is still navigating through the many variables and hence there is no single optimizing business model. The successful transformation of the printing industry with news as commodity will be driven by relevant research data. The demand for newspapers as a whole is under pressure due to a growing consumer empowerment for other substitutes. Undoubtedly, the industry in South Africa will also increasingly integrate print and digital operations into a hybrid model with the continuous pursuit of critical mass in a multi-channel marketing landscape. For Afrikaans newspapers it implies that the business model going forward needs to be more diversified. The newspaper industry is increasingly becoming a scale business and the overall characteristic is therefore a consolidation phase that strives for optimal mixtures between the various media formats. There is still a viable demand for the printed Afrikaans newspaper, but creative innovation is required to make it sustainable. In the end, it is still market forces that will be the major determinant and, by implication, the Afrikaans reader who is going to drive the quantity demanded. © 2018 South African Academy for Science and the Arts. All Rights Reserved."
